VIN,open_recalls,Name,Status,nhtsa,Date,Description,safety,Repair_description,Unnamed: 9
1GNMCAE32AR199154,yes,Front Passenger Airbag Takata Inflator - Priority Group 6,incomplete,21V050,2021-02-05,"TK Holdings Inc. (“Takata”) has decided that a defect which relates to motor vehicle safety exists in the passenger-side frontal airbag inflators installed as original equipment in certain 2007 to 2014 model year Cadillac Escalade, Escalade ESV, and Escalade EXT vehicles; certain Chevrolet Avalanche, Silverado 1500, Silverado 2500/3500, Suburban, and Tahoe vehicles; and certain GMC Sierra 1500, Sierra 2500/3500, Yukon, and Yukon XL vehicles. The determination was made that the propellant in these inflators may degrade after long-term exposure to high humidity and temperature cycling, which could cause the inflator to rupture during a deployment.","An inﬂator rupture may cause metal fragments to pass through the airbag and into the vehicle interior at high speed, which may result in injury or death to vehicle occupants.",Dealers will replace the passenger-side frontal airbag inflator.,
1GNMCAE32AR199154,no,TRANSMISSION DIPSTICK TUBE FRACTURE,complete,,,,,,
1GNMCBE38AR190660,no,Front Passenger Airbag Takata Inflator - Priority Group 6,complete,21V050,2021-02-05,"TK Holdings Inc. (“Takata”) has decided that a defect which relates to motor vehicle safety exists in the passenger-side frontal airbag inflators installed as original equipment in certain 2007 to 2014 model year Cadillac Escalade, Escalade ESV, and Escalade EXT vehicles; certain Chevrolet Avalanche, Silverado 1500, Silverado 2500/3500, Suburban, and Tahoe vehicles; and certain GMC Sierra 1500, Sierra 2500/3500, Yukon, and Yukon XL vehicles. The determination was made that the propellant in these inflators may degrade after long-term exposure to high humidity and temperature cycling, which could cause the inflator to rupture during a deployment.","An inﬂator rupture may cause metal fragments to pass through the airbag and into the vehicle interior at high speed, which may result in injury or death to vehicle occupants.",Dealers will replace the passenger-side frontal airbag inflator.,
1GNMCBE38AR190660,no,TRANSMISSION DIPSTICK TUBE FRACTURE,complete,,,,,,
1GNMCBE39AR207241,yes,Front Passenger Airbag Takata Inflator - Priority Group 6,incomplete,21V050,2021-02-05,"TK Holdings Inc. (“Takata”) has decided that a defect which relates to motor vehicle safety exists in the passenger-side frontal airbag inflators installed as original equipment in certain 2007 to 2014 model year Cadillac Escalade, Escalade ESV, and Escalade EXT vehicles; certain Chevrolet Avalanche, Silverado 1500, Silverado 2500/3500, Suburban, and Tahoe vehicles; and certain GMC Sierra 1500, Sierra 2500/3500, Yukon, and Yukon XL vehicles. The determination was made that the propellant in these inflators may degrade after long-term exposure to high humidity and temperature cycling, which could cause the inflator to rupture during a deployment.","An inﬂator rupture may cause metal fragments to pass through the airbag and into the vehicle interior at high speed, which may result in injury or death to vehicle occupants.",Dealers will replace the passenger-side frontal airbag inflator.,
1GNMCBE39AR207241,no,TRANSMISSION DIPSTICK TUBE FRACTURE,complete,,,,,,
1GNSC8KD2MR352892,yes,Third Row Seatbelt Buckle Retention,incomplete,,,"General Motors has decided that a defect which relates to motor vehicle safety may exist in certain 2021 – 2022 model year Cadillac Escalade and Escalade ESV vehicles, 2021 – 2022 model year Chevrolet Suburban and Tahoe vehicles, and 2021 – 2022 model year GMC Yukon and Yukon XL vehicles. In certain of these vehicles, the rivet that retains the buckle to the mounting bracket in the left or right side third-row seatbelt buckle assembly may not have been properly formed during the manufacturing process.","If the third-row seatbelt assembly is not properly riveted, it may not properly restrain occupants in a crash, increasing the risk of injury.",Dealers will inspect the rivet head formation on both the left and right side third row seatbelt buckle assemblies and replace seatbelt buckle assemblies as necessary.,
1GNSC8KD2MR352892,no,Airbag Light May Not Indicate Malfunction,complete,,,"General Motors has decided that a defect which relates to motor vehicle safety exists in certain 2021 model year Buick Envision vehicles; Cadillac CT4, CT5, Escalade, and Escalade ESV vehicles; Chevrolet Corvette, Suburban, and Tahoe vehicles; and GMC Yukon and Yukon XL vehicles. A software problem exists in certain of these vehicles which would cause a sensing diagnostic module (SDM) communications fault to illuminate the airbag malfunction indicator lamp, but only on alternating ignition cycles. As a result, an SDM communications fault would not consistently illuminate the airbag light on every ignition cycle to indicate a problem to the driver.","A driver might not be warned of an SDM loss of communication fault which might indicate a problem with airbag deployment. If airbags do not deploy appropriately in a crash, there is an increased risk of injury in that crash.","GM will update the software in the vehicles’ serial data gateway module. Owners who have accepted applicable terms and conditions will have the opportunity to accept these software changes using wireless over-the-air (OTA) technology without having to bring their vehicle to a dealership. Alternatively, owners may schedule to have the updates performed at a GM dealer.",
1GNSCAE02CR284267,yes,Front Passenger Airbag Takata Inflator - Priority Group 7,incomplete,21V051,2021-02-05,"TK Holdings Inc. (“Takata”) has decided that a defect which relates to motor vehicle safety exists in the passenger-side frontal airbag inflators installed as original equipment in certain 2007 to 2014 model year Cadillac Escalade, Escalade ESV, and Escalade EXT vehicles; certain Chevrolet Avalanche, Silverado 1500, Silverado 2500/3500, Suburban, and Tahoe vehicles; and certain GMC Sierra 1500, Sierra 2500/3500, Yukon, and Yukon XL vehicles. The determination was made that the propellant in these inflators may degrade after long-term exposure to high humidity and temperature cycling, which could cause the inflator to rupture during a deployment.","An inﬂator rupture may cause metal fragments to pass through the airbag and into the vehicle interior at high speed, which may result in injury or death to vehicle occupants.",Dealers will replace the passenger-side frontal airbag inflator.,
1GNSCAE05BR368629,yes,Front Passenger Airbag Takata Inflator - Priority Group 6,incomplete,21V050,2021-02-05,"TK Holdings Inc. (“Takata”) has decided that a defect which relates to motor vehicle safety exists in the passenger-side frontal airbag inflators installed as original equipment in certain 2007 to 2014 model year Cadillac Escalade, Escalade ESV, and Escalade EXT vehicles; certain Chevrolet Avalanche, Silverado 1500, Silverado 2500/3500, Suburban, and Tahoe vehicles; and certain GMC Sierra 1500, Sierra 2500/3500, Yukon, and Yukon XL vehicles. The determination was made that the propellant in these inflators may degrade after long-term exposure to high humidity and temperature cycling, which could cause the inflator to rupture during a deployment.","An inﬂator rupture may cause metal fragments to pass through the airbag and into the vehicle interior at high speed, which may result in injury or death to vehicle occupants.",Dealers will replace the passenger-side frontal airbag inflator.,
1GNSCAE05BR368629,yes,IGNITION LOCK CYLINDER BINDING,incomplete,14V827,2014-12-23,"General Motors has decided that a defect which relates to motor vehicle safety exists in certain 2011 – 2012 model year full-size trucks and SUVs. Certain of these vehicles may have an ignition lock actuator with an outer diameter that exceeds specifications. These ignition lock actuators may make turning the ignition key difficult and the ignition key could get stuck in the “start” position if the vehicle’s interior ambient temperature is sufficiently high. If the vehicle is driven with the key stuck in the “start” position, and the vehicle’s interior temperature cools or the vehicle experiences a significant jarring event, the ignition lock cylinder could move out of the “start” position, rotate past the “run” position, and move into the “accessory” position.","If the key moves into the “accessory” position, engine power, power steering, and power braking will be affected, increasing the risk of a crash. In the event of a crash, the timing of the key movement into the “accessory” position relative to the activation of the sensing algorithm of the crash event may result in the airbags not deploying, increasing the potential for occupant injury in certain types of crashes.","Dealers will inspect steering columns for identifying information (date code and/or production cavity number) and replace if necessary, the ignition lock housing, free of charge.",
1GNSCAE05BR368629,no,TRANSMISSION DIPSTICK TUBE FRACTURE,complete,,,,,,
